#time,accel_x,accel_y,accel_z
300.910549,9178.553681,8438.347739,-74617.701505
300.912991,17468.860231,9030.512492,-77682.083497
300.915433,-35529.885216,10510.924376,-73391.948708
300.917875,22798.343014,6809.894666,-79520.712692
300.920316,19689.478057,14656.077652,-78141.740796
300.922758,-35677.926404,18801.230927,-72779.072310
300.925200,-35233.802839,18653.189738,-71553.319513
300.927642,38342.667796,7254.018232,-78448.178995
300.930084,-10362.883188,19097.313304,-74311.263306
300.932526,-36862.255912,9326.594869,-74158.044206
300.934968,33753.390955,-740.205942,-81206.122788
300.937410,-9178.553681,6661.853478,-77375.645298
300.939851,-21169.889941,5477.523971,-72932.291410
300.942293,27239.578666,13175.665768,-76149.892501
300.944735,-7698.141797,19097.313304,-75230.577904
300.947177,-11399.171507,15396.283594,-74924.139704
300.949619,-4293.194464,7698.141797,-75537.016103
300.952061,1480.411884,9622.677246,-72932.291410
300.954503,4589.276840,11843.295072,-75230.577904
300.956945,-4737.318029,6069.688724,-78294.959896
300.959386,-1480.411884,6217.729913,-78294.959896
300.961828,11103.089130,13175.665768,-74464.482406
300.964270,-4441.235652,13323.706956,-72012.976812
300.966712,-3256.906145,13323.706956,-75996.673402
300.969154,4885.359217,20873.807564,-75230.577904
300.971596,3997.112087,16432.571912,-75843.454302
300.974038,-11695.253884,7846.182985,-75843.454302
300.976480,-2368.659014,9918.759623,-75077.358804
300.978921,7846.182985,3997.112087,-77375.645298
300.981363,3108.864956,3701.029710,-77222.426198
300.983805,-15692.365970,12287.418637,-74617.701505
300.986277,23686.590144,13027.624579,-78907.836294
300.988749,3256.906145,8142.265362,-78448.178995
300.991221,-35233.802839,22798.343014,-69714.690318
300.993693,10214.842000,-592.164754,-79367.493593
300.996165,37306.379477,11843.295072,-75996.673402
300.998637,-39378.956114,5773.606348,-75230.577904
301.001109,6217.729913,4737.318029,-77682.083497
301.003581,35974.008781,-10510.924376,-81972.218286
301.006053,-24130.713709,1036.288319,-74004.825107
301.008525,-15100.201217,5477.523971,-74158.044206
301.010996,34493.596897,-1036.288319,-81359.341888
301.013468,-6217.729913,9918.759623,-76609.549800
301.015940,-30200.402434,16580.613101,-69867.909418
301.018412,22946.384202,5477.523971,-77528.864398
301.020884,22502.260637,6661.853478,-78448.178995
301.023356,-23094.425390,8438.347739,-75077.358804
301.025828,3404.947333,-2664.741391,-76609.549800
301.028300,14063.912898,-1332.370696,-77988.521696
301.030772,-1184.329507,5181.441594,-76915.987999
301.033244,-8142.265362,8882.471304,-75843.454302
301.035716,-3849.070898,5329.482782,-77835.302597
301.038188,4441.235652,7105.977043,-76149.892501
301.040660,296.082377,6513.812290,-74158.044206
301.043132,-2368.659014,11991.336260,-76303.111601
301.045604,1628.453072,7254.018232,-78294.959896
301.048075,-592.164754,592.164754,-79214.274493
301.050547,-2664.741391,592.164754,-75077.358804
301.053019,3108.864956,-1776.494261,-76456.330700
301.055491,1184.329507,2516.700203,-76915.987999
301.057963,-7698.141797,11399.171507,-75996.673402
301.060435,-592.164754,3849.070898,-77222.426198
301.062907,3256.906145,3701.029710,-76303.111601
301.065379,6217.729913,12287.418637,-73851.606007
301.067851,-1036.288319,5033.400406,-75230.577904
301.070323,-22650.301825,-3108.864956,-76149.892501
301.072795,33605.349767,-1628.453072,-82125.437386
301.075267,-10510.924376,1924.535449,-76303.111601
301.077739,-21910.095883,3552.988522,-76149.892501
301.080211,22798.343014,1480.411884,-79673.931792
301.082683,-5181.441594,26351.331535,-73085.510509
301.085104,-31088.649564,18209.066173,-69714.690318
301.087526,33753.390955,15544.324782,-77528.864398
301.089948,8438.347739,25759.166782,-75537.016103
301.092370,-25759.166782,19097.313304,-72319.415011
301.094792,-8438.347739,2368.659014,-75077.358804
301.097214,39823.079680,13027.624579,-77835.302597
301.099636,-31976.896694,17468.860231,-72319.415011
301.102058,-11399.171507,6957.935855,-74924.139704
301.104480,28868.031738,6217.729913,-77222.426198
301.106902,-15248.242405,12879.583391,-75077.358804
301.109324,-1036.288319,15396.283594,-72932.291410
301.111746,16580.613101,17320.819043,-75077.358804
301.114167,-5033.400406,14063.912898,-76762.768900
301.116589,-9326.594869,2072.576638,-77988.521696
301.119011,-4441.235652,12287.418637,-71706.538613
301.121433,2220.617826,11399.171507,-76456.330700
301.123855,2664.741391,4589.276840,-81359.341888
301.126277,-7994.224174,12435.459826,-75690.235202
301.128699,3404.947333,17024.736666,-72012.976812
301.131121,7105.977043,11547.212695,-75230.577904
301.133543,-3997.112087,18357.107362,-76303.111601
301.135965,-3108.864956,16136.489536,-75383.797003
301.138387,-5329.482782,10214.842000,-75996.673402
301.140808,1332.370696,13471.748144,-75843.454302
301.143230,-9178.553681,6809.894666,-73851.606007
301.145652,9178.553681,296.082377,-76762.768900
301.148074,7254.018232,20873.807564,-73851.606007
301.150496,-28868.031738,15692.365970,-73851.606007
301.152918,19393.395680,7846.182985,-79827.150892
301.155340,12583.501014,16136.489536,-75690.235202
301.157762,-26795.455100,20725.766376,-67722.842023
301.160184,24130.713709,10658.965565,-76303.111601
301.162606,23390.507767,-11251.130318,-83657.628382
301.165028,-33753.390955,9178.553681,-74311.263306
301.167449,-3108.864956,-5921.647536,-77988.521696
301.169871,33901.432144,-15248.242405,-82125.437386
301.172293,-23834.631332,12583.501014,-73698.386908
301.174715,-19393.395680,7254.018232,-74311.263306
301.177137,34493.596897,-5033.400406,-83810.847481
301.179559,-12879.583391,11843.295072,-75690.235202
301.182018,-18653.189738,11399.171507,-73545.167808
301.184477,26055.249158,2368.659014,-79214.274493
301.186937,8586.388927,888.247130,-78448.178995
301.189396,-15692.365970,5625.565159,-74158.044206
301.191855,4441.235652,-2072.576638,-76149.892501
301.194314,5625.565159,4589.276840,-78294.959896
301.196773,-444.123565,13175.665768,-76456.330700
301.199233,-7698.141797,4737.318029,-75077.358804
301.201692,-7698.141797,3552.988522,-74770.920605
301.204151,6809.894666,6365.771101,-75537.016103
301.206610,2220.617826,6217.729913,-77988.521696
301.209069,-6217.729913,4737.318029,-77222.426198
301.211529,4589.276840,296.082377,-75996.673402
301.213988,740.205942,-148.041188,-76303.111601
301.216447,-9918.759623,1480.411884,-75537.016103
301.218906,-1036.288319,3256.906145,-78141.740796
301.221365,8142.265362,4145.153275,-77069.207099
301.223824,-19837.519246,5921.647536,-75537.016103
301.226284,-10510.924376,5477.523971,-77375.645298
301.228743,34345.555709,-3701.029710,-79520.712692
301.231202,-26055.249158,15100.201217,-73545.167808
301.233661,-21762.054695,1480.411884,-76149.892501
301.236120,23094.425390,8586.388927,-77835.302597
301.238580,27831.743419,8586.388927,-78601.398095
301.241039,-36566.173535,11843.295072,-72166.195912
301.243498,15840.407159,8586.388927,-77222.426198
301.245957,28275.866984,14063.912898,-77069.207099
301.248416,-42339.779882,16136.489536,-71859.757712
301.250876,4885.359217,12287.418637,-79061.055394
301.253335,34789.679274,8438.347739,-77682.083497
301.255794,-42783.903448,6365.771101,-72472.634111
301.258253,19541.436869,1332.370696,-80133.589091
301.260712,30348.443622,1184.329507,-79367.493593
301.263172,-11843.295072,5921.647536,-77988.521696
301.265631,-15100.201217,8142.265362,-74617.701505
301.268090,18653.189738,10066.800811,-77835.302597
301.270549,-2812.782580,15544.324782,-75077.358804
301.273008,-2812.782580,12731.542202,-77988.521696
301.275468,4737.318029,11547.212695,-76456.330700
301.277927,-3108.864956,7254.018232,-75383.797003
301.280414,-3849.070898,11991.336260,-74158.044206
301.282903,-3552.988522,8290.306550,-78601.398095
301.285392,1480.411884,11399.171507,-78754.617194
301.287881,6809.894666,14359.995275,-73238.729609
301.290370,2516.700203,14656.077652,-72779.072310
301.292858,-1776.494261,13323.706956,-75843.454302
301.295347,-7846.182985,14211.954086,-76609.549800
301.297836,-9770.718434,16136.489536,-75077.358804
301.300325,11547.212695,10807.006753,-77222.426198
301.302813,1776.494261,6809.894666,-75077.358804
301.305302,-8142.265362,6513.812290,-74924.139704
301.307791,28868.031738,15396.283594,-76609.549800
301.310280,5033.400406,5625.565159,-80133.589091
301.312769,-35677.926404,22798.343014,-70940.443115
301.315257,2812.782580,-1036.288319,-77375.645298
301.317746,25907.207970,9622.677246,-76915.987999
301.320235,-35529.885216,9918.759623,-72012.976812
301.322724,27239.578666,-3552.988522,-81665.780087
301.325212,10510.924376,-592.164754,-79673.931792
301.327701,-38342.667796,7846.182985,-70480.785816
301.330190,14063.912898,-5329.482782,-78294.959896
301.332679,26351.331535,7846.182985,-76762.768900
301.335168,-7105.977043,13767.830521,-74617.701505
301.337656,-22058.137072,15248.242405,-71246.881314
301.340145,20725.766376,4441.235652,-77375.645298
301.342634,-15544.324782,16876.695478,-74770.920605
301.345123,-7846.182985,4885.359217,-76149.892501
301.347611,23686.590144,-1332.370696,-79673.931792
301.350100,-7846.182985,7254.018232,-73698.386908
301.352589,-1924.535449,4145.153275,-76149.892501
301.355078,2220.617826,4589.276840,-77835.302597
301.357567,-888.247130,9770.718434,-78754.617194
301.360055,2220.617826,6809.894666,-74924.139704
301.362544,1036.288319,10510.924376,-71706.538613
301.365033,-5181.441594,3552.988522,-75537.016103
301.367522,8290.306550,1480.411884,-81206.122788
301.370010,2220.617826,1776.494261,-78141.740796
301.372499,-4589.276840,888.247130,-76456.330700
301.374988,-2664.741391,-148.041188,-76149.892501
301.377477,-11991.336260,-2072.576638,-76915.987999
301.379987,13027.624579,444.123565,-77528.864398
301.382498,12139.377449,14359.995275,-76456.330700
301.385008,-17912.983796,12731.542202,-74617.701505
301.387518,16580.613101,-3404.947333,-79214.274493
301.390029,13915.871710,12583.501014,-74464.482406
301.392539,-35233.802839,7846.182985,-69255.033019
301.395050,-2664.741391,11251.130318,-76915.987999
301.397560,31384.731941,8142.265362,-79214.274493
301.400070,-33309.267390,13767.830521,-73698.386908
301.402581,9030.512492,8586.388927,-77069.207099
301.405091,30940.608376,11547.212695,-78141.740796
301.407602,-3256.906145,23834.631332,-75843.454302
301.410112,-42043.697506,20429.683999,-71706.538613
301.412622,42783.903448,9030.512492,-79520.712692
301.415133,-12731.542202,11399.171507,-76456.330700
301.417643,-23982.672521,6661.853478,-75690.235202
301.420154,27683.702231,4145.153275,-79061.055394
301.422664,-10214.842000,7846.182985,-77375.645298
301.425175,-17764.942608,7846.182985,-74464.482406
301.427685,17468.860231,11547.212695,-76609.549800
301.430195,-296.082377,15692.365970,-74924.139704
301.432706,-5773.606348,12287.418637,-77069.207099
301.435216,1628.453072,9474.636058,-76149.892501
301.437727,-1184.329507,10066.800811,-72472.634111
301.440237,-2960.823768,11991.336260,-75230.577904
301.442747,-4145.153275,8586.388927,-78754.617194
301.445258,3701.029710,10362.883188,-77682.083497
301.447768,9474.636058,14952.160028,-74158.044206
301.450279,-3849.070898,15248.242405,-72625.853210
